enrolled_days,absence_date,student_id,school_id,type,grade,export_date
47,10/10/2017,100678,1023,UA,11,1-Dec-17
47,10/19/2017,100678,1023,UA,11,1-Dec-17
47,10/11/2017,100678,1023,UA,11,1-Dec-17
47,9/28/2017,100678,1023,UA,11,1-Dec-17
47,10/16/2017,100678,1023,UA,11,1-Dec-17
47,9/25/2017,100679,1185,EA,6,1-Dec-17
47,10/2/2017,100679,1185,EA,6,1-Dec-17
47,11/13/2017,100679,1185,UA,6,1-Dec-17
47,10/17/2017,100679,1185,EA,6,1-Dec-17
43,10/27/2017,100680,1105,UA,12,1-Dec-17
47,10/12/2017,100681,1061,UA,10,1-Dec-17
47,9/26/2017,100681,1061,EA,10,1-Dec-17
47,9/11/2017,100682,1019,EA,10,1-Dec-17
20,11/14/2017,100683,1024,OSS,10,1-Dec-17
20,11/1/2017,100683,1024,UA,10,1-Dec-17
20,10/26/2017,100683,1024,UA,10,1-Dec-17
47,11/14/2017,100684,1061,UA,5,1-Dec-17
47,11/8/2017,100684,1061,UA,5,1-Dec-17
47,10/30/2017,100684,1061,UA,5,1-Dec-17
47,9/20/2017,100685,1049,EA,1,1-Dec-17
47,10/30/2017,100685,1049,EA,1,1-Dec-17
47,9/28/2017,100685,1049,EA,1,1-Dec-17
47,10/20/2017,100685,1049,EA,1,1-Dec-17
47,11/8/2017,100685,1049,UA,1,1-Dec-17
47,9/8/2017,100685,1049,EA,1,1-Dec-17
47,10/17/2017,100685,1049,EA,1,1-Dec-17
47,11/14/2017,100685,1049,UA,1,1-Dec-17
47,10/19/2017,100686,1091,UA,1,1-Dec-17
47,11/13/2017,100687,1164,UA,3,1-Dec-17
47,10/16/2017,100688,1045,EA,6,1-Dec-17
47,10/31/2017,100688,1045,UA,6,1-Dec-17
47,10/17/2017,100688,1045,EA,6,1-Dec-17
47,9/6/2017,100689,1139,UA,9,1-Dec-17
47,10/31/2017,100689,1139,UA,9,1-Dec-17
47,10/18/2017,100689,1139,UA,9,1-Dec-17
47,10/2/2017,100690,1061,EA,1,1-Dec-17
47,9/26/2017,100690,1061,EA,1,1-Dec-17
47,9/18/2017,100690,1061,EA,1,1-Dec-17
47,10/12/2017,100690,1061,EA,1,1-Dec-17
47,11/2/2017,100691,1061,UA,10,1-Dec-17
47,9/27/2017,100691,1061,UA,10,1-Dec-17
47,10/17/2017,100691,1061,EA,10,1-Dec-17
47,9/6/2017,100692,1098,UA,5,1-Dec-17
47,10/3/2017,100692,1098,UA,5,1-Dec-17
47,10/2/2017,100692,1098,UA,5,1-Dec-17
47,9/7/2017,100692,1098,UA,5,1-Dec-17
47,9/11/2017,100692,1098,UA,5,1-Dec-17
47,10/25/2017,100693,1187,EA,11,1-Dec-17
47,9/11/2017,100693,1187,EA,11,1-Dec-17
47,10/4/2017,100694,1051,EA,11,1-Dec-17
47,10/24/2017,100695,1098,UA,11,1-Dec-17
47,10/31/2017,100695,1098,UA,11,1-Dec-17
47,10/13/2017,100695,1098,UA,11,1-Dec-17
47,10/27/2017,100695,1098,UA,11,1-Dec-17
47,11/2/2017,100695,1098,UA,11,1-Dec-17
47,11/6/2017,100695,1098,UA,11,1-Dec-17
47,9/5/2017,100696,1141,EA,3,1-Dec-17
47,10/4/2017,100697,1157,UA,4,1-Dec-17
47,9/26/2017,100697,1157,UA,4,1-Dec-17
47,10/12/2017,100697,1157,UA,4,1-Dec-17
47,10/26/2017,100697,1157,UA,4,1-Dec-17
47,11/3/2017,100697,1157,UA,4,1-Dec-17
47,11/6/2017,100697,1157,UA,4,1-Dec-17
47,11/1/2017,100697,1157,UA,4,1-Dec-17
47,9/13/2017,100697,1157,UA,4,1-Dec-17
47,10/24/2017,100697,1157,UA,4,1-Dec-17
47,11/13/2017,100697,1157,UA,4,1-Dec-17
47,10/30/2017,100697,1157,UA,4,1-Dec-17
47,10/25/2017,100697,1157,UA,4,1-Dec-17
47,9/28/2017,100697,1157,UA,4,1-Dec-17
47,9/27/2017,100697,1157,UA,4,1-Dec-17
47,10/13/2017,100697,1157,UA,4,1-Dec-17
47,11/8/2017,100697,1157,UA,4,1-Dec-17
47,11/9/2017,100697,1157,UA,4,1-Dec-17
47,9/29/2017,100697,1157,UA,4,1-Dec-17
47,10/16/2017,100697,1157,UA,4,1-Dec-17
47,10/27/2017,100697,1157,UA,4,1-Dec-17
47,10/2/2017,100697,1157,UA,4,1-Dec-17
47,10/4/2017,100698,1187,EA,7,1-Dec-17
47,10/30/2017,100698,1187,EA,7,1-Dec-17
47,11/9/2017,100699,1098,UA,3,1-Dec-17
47,10/6/2017,100699,1098,UA,3,1-Dec-17
47,9/18/2017,100699,1098,EA,3,1-Dec-17
47,10/2/2017,100699,1098,UA,3,1-Dec-17
47,11/14/2017,100699,1098,UA,3,1-Dec-17
47,9/13/2017,100699,1098,EA,3,1-Dec-17
47,9/26/2017,100699,1098,UA,3,1-Dec-17
47,10/13/2017,100699,1098,UA,3,1-Dec-17
47,9/14/2017,100699,1098,EA,3,1-Dec-17
47,9/15/2017,100699,1098,EA,3,1-Dec-17
47,9/12/2017,100699,1098,EA,3,1-Dec-17
47,9/20/2017,100699,1098,UA,3,1-Dec-17
47,10/17/2017,100699,1098,UA,3,1-Dec-17
47,9/19/2017,100699,1098,UA,3,1-Dec-17
47,9/6/2017,100699,1098,EA,3,1-Dec-17
47,10/9/2017,100699,1098,UA,3,1-Dec-17
47,9/7/2017,100699,1098,EA,3,1-Dec-17
47,9/11/2017,100699,1098,EA,3,1-Dec-17
47,9/8/2017,100699,1098,EA,3,1-Dec-17
47,11/1/2017,100699,1098,UA,3,1-Dec-17
47,10/10/2017,100700,1024,EA,7,1-Dec-17
47,11/3/2017,100700,1024,UA,7,1-Dec-17
47,10/30/2017,100700,1024,UA,7,1-Dec-17
47,11/13/2017,100700,1024,UA,7,1-Dec-17
47,10/17/2017,100700,1024,UA,7,1-Dec-17
47,9/15/2017,100700,1024,UA,7,1-Dec-17
47,10/3/2017,100700,1024,UA,7,1-Dec-17
47,10/25/2017,100700,1024,UA,7,1-Dec-17
47,10/11/2017,100700,1024,EA,7,1-Dec-17
47,10/24/2017,100701,1023,EA,12,1-Dec-17
47,9/27/2017,100701,1023,EA,12,1-Dec-17
47,10/19/2017,100702,1032,UA,7,1-Dec-17
47,10/20/2017,100702,1032,UA,7,1-Dec-17
47,10/17/2017,100702,1032,EA,7,1-Dec-17
47,10/16/2017,100702,1032,UA,7,1-Dec-17
47,11/9/2017,100702,1032,UA,7,1-Dec-17
47,10/5/2017,100703,1141,UA,5,1-Dec-17
47,10/24/2017,100703,1141,UA,5,1-Dec-17
47,9/28/2017,100703,1141,UA,5,1-Dec-17
47,11/2/2017,100703,1141,UA,5,1-Dec-17
47,10/20/2017,100703,1141,UA,5,1-Dec-17
47,10/23/2017,100703,1141,UA,5,1-Dec-17
47,9/18/2017,100703,1141,UA,5,1-Dec-17
47,11/13/2017,100703,1141,UA,5,1-Dec-17
47,10/31/2017,100703,1141,UA,5,1-Dec-17
47,10/17/2017,100703,1141,UA,5,1-Dec-17
47,10/11/2017,100703,1141,UA,5,1-Dec-17
47,9/27/2017,100703,1141,UA,5,1-Dec-17
47,10/13/2017,100703,1141,UA,5,1-Dec-17
47,9/6/2017,100703,1141,UA,5,1-Dec-17
47,9/14/2017,100703,1141,UA,5,1-Dec-17
47,10/2/2017,100705,1144,UA,9,1-Dec-17
47,11/2/2017,100705,1144,UA,9,1-Dec-17
47,9/26/2017,100706,1112,UA,10,1-Dec-17
36,10/19/2017,100707,1125,UA,1,1-Dec-17
36,10/17/2017,100707,1125,UA,1,1-Dec-17
36,10/6/2017,100707,1125,UA,1,1-Dec-17
36,10/31/2017,100707,1125,UA,1,1-Dec-17
36,10/18/2017,100707,1125,UA,1,1-Dec-17
36,10/25/2017,100707,1125,UA,1,1-Dec-17
36,10/20/2017,100707,1125,UA,1,1-Dec-17
36,10/16/2017,100707,1125,UA,1,1-Dec-17
36,10/30/2017,100707,1125,UA,1,1-Dec-17
36,11/9/2017,100707,1125,UA,1,1-Dec-17
36,11/6/2017,100707,1125,UA,1,1-Dec-17
36,10/11/2017,100707,1125,UA,1,1-Dec-17
36,10/13/2017,100707,1125,UA,1,1-Dec-17
36,11/13/2017,100707,1125,UA,1,1-Dec-17
36,11/8/2017,100707,1125,UA,1,1-Dec-17
36,10/27/2017,100707,1125,UA,1,1-Dec-17
47,9/13/2017,100708,1090,UA,9,1-Dec-17
47,11/9/2017,100708,1090,UA,9,1-Dec-17
47,11/2/2017,100708,1090,UA,9,1-Dec-17
47,10/3/2017,100708,1090,UA,9,1-Dec-17
47,9/7/2017,100708,1090,UA,9,1-Dec-17
47,10/27/2017,100708,1090,UA,9,1-Dec-17
47,10/31/2017,100708,1090,UA,9,1-Dec-17
47,9/6/2017,100708,1090,UA,9,1-Dec-17
47,10/13/2017,100708,1090,UA,9,1-Dec-17
47,10/16/2017,100708,1090,UA,9,1-Dec-17
47,11/13/2017,100708,1090,UA,9,1-Dec-17
47,10/24/2017,100708,1090,UA,9,1-Dec-17
47,11/6/2017,100708,1090,UA,9,1-Dec-17
47,10/5/2017,100708,1090,UA,9,1-Dec-17
47,10/11/2017,100708,1090,UA,9,1-Dec-17
47,9/15/2017,100708,1090,UA,9,1-Dec-17
47,11/6/2017,100709,1084,UA,12,1-Dec-17
47,10/23/2017,100709,1084,UA,12,1-Dec-17
47,10/25/2017,100709,1084,UA,12,1-Dec-17
47,9/15/2017,100710,1157,UA,12,1-Dec-17
47,11/14/2017,100710,1157,UA,12,1-Dec-17
47,10/24/2017,100711,1038,EA,8,1-Dec-17
47,10/25/2017,100711,1038,EA,8,1-Dec-17
47,9/13/2017,100712,1112,EA,11,1-Dec-17
47,10/9/2017,100712,1112,UA,11,1-Dec-17
47,9/19/2017,100712,1112,EA,11,1-Dec-17
47,10/20/2017,100712,1112,UA,11,1-Dec-17
47,10/12/2017,100712,1112,UA,11,1-Dec-17
47,11/2/2017,100712,1112,UA,11,1-Dec-17
47,11/13/2017,100712,1112,UA,11,1-Dec-17
47,11/8/2017,100712,1112,UA,11,1-Dec-17
47,10/30/2017,100712,1112,UA,11,1-Dec-17
47,9/29/2017,100712,1112,EA,11,1-Dec-17
47,10/24/2017,100712,1112,UA,11,1-Dec-17
47,9/18/2017,100712,1112,EA,11,1-Dec-17
47,9/27/2017,100712,1112,EA,11,1-Dec-17
47,10/10/2017,100712,1112,UA,11,1-Dec-17
47,9/28/2017,100712,1112,EA,11,1-Dec-17
47,9/12/2017,100712,1112,EA,11,1-Dec-17
47,11/3/2017,100712,1112,UA,11,1-Dec-17
47,9/14/2017,100712,1112,EA,11,1-Dec-17
47,9/20/2017,100712,1112,EA,11,1-Dec-17
47,9/15/2017,100712,1112,EA,11,1-Dec-17
47,10/13/2017,100712,1112,UA,11,1-Dec-17
47,10/18/2017,100712,1112,UA,11,1-Dec-17
47,10/26/2017,100712,1112,UA,11,1-Dec-17
47,10/5/2017,100712,1112,UA,11,1-Dec-17
47,10/16/2017,100712,1112,UA,11,1-Dec-17
47,11/9/2017,100712,1112,UA,11,1-Dec-17
47,11/1/2017,100712,1112,UA,11,1-Dec-17
47,10/31/2017,100712,1112,UA,11,1-Dec-17
47,11/6/2017,100712,1112,UA,11,1-Dec-17
47,9/8/2017,100712,1112,UA,11,1-Dec-17
47,10/5/2017,100713,1061,UA,8,1-Dec-17
47,10/9/2017,100713,1061,UA,8,1-Dec-17
47,10/11/2017,100713,1061,UA,8,1-Dec-17
47,9/27/2017,100714,1013,UA,7,1-Dec-17
47,11/2/2017,100714,1013,EA,7,1-Dec-17
47,10/31/2017,100715,1061,UA,10,1-Dec-17
47,10/27/2017,100715,1061,UA,10,1-Dec-17
47,10/24/2017,100715,1061,UA,10,1-Dec-17
47,11/2/2017,100715,1061,UA,10,1-Dec-17
47,9/29/2017,100715,1061,UA,10,1-Dec-17
47,11/9/2017,100715,1061,UA,10,1-Dec-17
47,9/27/2017,100715,1061,UA,10,1-Dec-17
47,10/11/2017,100715,1061,UA,10,1-Dec-17
47,11/3/2017,100715,1061,UA,10,1-Dec-17
47,10/26/2017,100715,1061,UA,10,1-Dec-17
47,9/15/2017,100715,1061,UA,10,1-Dec-17
47,10/9/2017,100715,1061,UA,10,1-Dec-17
47,11/9/2017,100716,1157,UA,4,1-Dec-17
47,10/11/2017,100716,1157,UA,4,1-Dec-17
47,10/9/2017,100716,1157,UA,4,1-Dec-17
47,10/11/2017,100717,1061,UA,5,1-Dec-17
47,9/28/2017,100717,1061,EA,5,1-Dec-17
47,10/6/2017,100718,1141,UA,6,1-Dec-17
47,10/19/2017,100718,1141,EA,6,1-Dec-17
47,11/9/2017,100718,1141,UA,6,1-Dec-17
47,10/24/2017,100718,1141,EA,6,1-Dec-17
47,10/11/2017,100718,1141,UA,6,1-Dec-17
47,9/5/2017,100719,1067,EA,11,1-Dec-17
47,10/5/2017,100719,1067,EA,11,1-Dec-17
47,10/17/2017,100719,1067,EA,11,1-Dec-17
47,10/30/2017,100719,1067,EA,11,1-Dec-17
47,10/24/2017,100720,1072,UA,3,1-Dec-17
47,10/11/2017,100721,1049,UA,11,1-Dec-17
47,9/12/2017,100721,1049,UA,11,1-Dec-17
47,10/3/2017,100721,1049,UA,11,1-Dec-17
47,11/3/2017,100721,1049,UA,11,1-Dec-17
47,10/27/2017,100721,1049,UA,11,1-Dec-17
47,10/30/2017,100721,1049,UA,11,1-Dec-17
47,10/6/2017,100721,1049,UA,11,1-Dec-17
47,10/26/2017,100721,1049,UA,11,1-Dec-17
47,10/24/2017,100721,1049,UA,11,1-Dec-17
47,11/8/2017,100721,1049,UA,11,1-Dec-17
47,9/6/2017,100721,1049,UA,11,1-Dec-17
47,9/27/2017,100721,1049,UA,11,1-Dec-17
47,10/17/2017,100721,1049,UA,11,1-Dec-17
47,11/14/2017,100721,1049,UA,11,1-Dec-17
47,10/18/2017,100721,1049,UA,11,1-Dec-17
47,9/26/2017,100721,1049,UA,11,1-Dec-17
47,10/20/2017,100721,1049,UA,11,1-Dec-17
47,11/1/2017,100721,1049,UA,11,1-Dec-17
47,11/6/2017,100721,1049,UA,11,1-Dec-17
47,10/9/2017,100721,1049,UA,11,1-Dec-17
47,10/5/2017,100721,1049,UA,11,1-Dec-17
47,10/16/2017,100721,1049,UA,11,1-Dec-17
47,10/19/2017,100721,1049,UA,11,1-Dec-17
47,10/12/2017,100721,1049,UA,11,1-Dec-17
47,10/4/2017,100721,1049,UA,11,1-Dec-17
47,10/23/2017,100721,1049,UA,11,1-Dec-17
47,10/25/2017,100721,1049,UA,11,1-Dec-17
47,10/10/2017,100721,1049,UA,11,1-Dec-17
47,9/8/2017,100721,1049,UA,11,1-Dec-17
47,9/29/2017,100721,1049,UA,11,1-Dec-17
47,11/9/2017,100721,1049,UA,11,1-Dec-17
47,10/24/2017,100722,1045,UA,8,1-Dec-17
47,10/20/2017,100723,1048,EA,9,1-Dec-17
47,10/31/2017,100724,1162,UA,3,1-Dec-17
47,11/6/2017,100724,1162,EA,3,1-Dec-17
47,9/20/2017,100724,1162,UA,3,1-Dec-17
47,10/25/2017,100724,1162,UA,3,1-Dec-17
47,10/24/2017,100724,1162,UA,3,1-Dec-17
47,9/19/2017,100725,1141,UA,9,1-Dec-17
47,9/28/2017,100725,1141,UA,9,1-Dec-17
47,10/26/2017,100725,1141,UA,9,1-Dec-17
47,11/13/2017,100725,1141,UA,9,1-Dec-17
47,10/9/2017,100725,1141,UA,9,1-Dec-17
47,11/8/2017,100726,1105,UA,3,1-Dec-17
47,10/11/2017,100726,1105,UA,3,1-Dec-17
47,9/19/2017,100726,1105,UA,3,1-Dec-17
47,11/3/2017,100726,1105,UA,3,1-Dec-17
47,10/12/2017,100726,1105,UA,3,1-Dec-17
47,10/3/2017,100726,1105,UA,3,1-Dec-17
47,9/8/2017,100726,1105,EA,3,1-Dec-17
47,9/26/2017,100726,1105,UA,3,1-Dec-17
47,10/16/2017,100726,1105,UA,3,1-Dec-17
47,11/14/2017,100726,1105,UA,3,1-Dec-17
47,11/2/2017,100727,1183,UA,1,1-Dec-17
47,11/1/2017,100727,1183,UA,1,1-Dec-17
47,10/30/2017,100728,1061,EA,10,1-Dec-17
47,10/23/2017,100728,1061,EA,10,1-Dec-17
47,10/11/2017,100729,1162,UA,6,1-Dec-17
47,10/30/2017,100729,1162,UA,6,1-Dec-17
47,9/7/2017,100729,1162,UA,6,1-Dec-17
47,10/13/2017,100731,1098,UA,9,1-Dec-17
47,10/6/2017,100731,1098,UA,9,1-Dec-17
47,10/26/2017,100731,1098,UA,9,1-Dec-17
47,10/2/2017,100732,1124,EA,8,1-Dec-17
47,11/3/2017,100733,1023,EA,3,1-Dec-17
47,10/16/2017,100734,1139,UA,3,1-Dec-17
47,10/2/2017,100734,1139,UA,3,1-Dec-17
47,9/25/2017,100734,1139,UA,3,1-Dec-17
47,10/9/2017,100734,1139,UA,3,1-Dec-17
47,10/11/2017,100734,1139,UA,3,1-Dec-17
47,10/23/2017,100734,1139,UA,3,1-Dec-17
47,10/31/2017,100734,1139,UA,3,1-Dec-17
47,10/6/2017,100734,1139,UA,3,1-Dec-17
47,11/2/2017,100735,1185,UA,4,1-Dec-17
47,11/3/2017,100735,1185,UA,4,1-Dec-17
47,10/10/2017,100736,1134,UA,3,1-Dec-17
47,10/9/2017,100736,1134,UA,3,1-Dec-17
47,10/16/2017,100736,1134,UA,3,1-Dec-17
47,10/18/2017,100736,1134,UA,3,1-Dec-17
47,10/11/2017,100736,1134,UA,3,1-Dec-17
47,10/17/2017,100736,1134,UA,3,1-Dec-17
47,10/2/2017,100736,1134,UA,3,1-Dec-17
47,11/9/2017,100736,1134,UA,3,1-Dec-17
47,9/19/2017,100737,1131,UA,12,1-Dec-17
47,10/16/2017,100737,1131,UA,12,1-Dec-17
47,10/24/2017,100737,1131,UA,12,1-Dec-17
47,11/2/2017,100737,1131,UA,12,1-Dec-17
47,9/18/2017,100737,1131,UA,12,1-Dec-17
47,9/11/2017,100737,1131,UA,12,1-Dec-17
47,11/13/2017,100737,1131,UA,12,1-Dec-17
47,10/9/2017,100737,1131,UA,12,1-Dec-17
47,11/6/2017,100737,1131,UA,12,1-Dec-17
47,10/12/2017,100737,1131,UA,12,1-Dec-17
47,11/3/2017,100737,1131,UA,12,1-Dec-17
47,11/8/2017,100737,1131,UA,12,1-Dec-17
47,10/26/2017,100737,1131,UA,12,1-Dec-17
47,11/1/2017,100737,1131,UA,12,1-Dec-17
47,11/14/2017,100737,1131,UA,12,1-Dec-17
47,9/29/2017,100737,1131,UA,12,1-Dec-17
47,11/9/2017,100737,1131,UA,12,1-Dec-17
47,9/26/2017,100737,1131,UA,12,1-Dec-17
47,10/25/2017,100737,1131,UA,12,1-Dec-17
47,9/28/2017,100737,1131,UA,12,1-Dec-17
47,9/13/2017,100737,1131,UA,12,1-Dec-17
47,9/25/2017,100737,1131,UA,12,1-Dec-17
47,10/30/2017,100737,1131,UA,12,1-Dec-17
47,10/9/2017,100738,1098,UA,3,1-Dec-17
47,10/26/2017,100739,1139,UA,2,1-Dec-17
47,9/12/2017,100739,1139,UA,2,1-Dec-17
47,11/2/2017,100739,1139,UA,2,1-Dec-17
47,10/16/2017,100739,1139,UA,2,1-Dec-17
47,10/11/2017,100739,1139,UA,2,1-Dec-17
47,10/25/2017,100739,1139,UA,2,1-Dec-17
47,9/29/2017,100739,1139,UA,2,1-Dec-17
47,11/8/2017,100740,1090,EA,10,1-Dec-17
47,10/24/2017,100741,1134,UA,2,1-Dec-17
47,10/30/2017,100741,1134,UA,2,1-Dec-17
47,10/2/2017,100741,1134,UA,2,1-Dec-17
47,11/6/2017,100742,1023,UA,4,1-Dec-17
47,10/5/2017,100743,1098,EA,7,1-Dec-17
47,11/8/2017,100743,1098,UA,7,1-Dec-17
47,9/20/2017,100744,1112,UA,10,1-Dec-17
47,10/9/2017,100744,1112,UA,10,1-Dec-17
47,9/26/2017,100744,1112,UA,10,1-Dec-17
47,11/13/2017,100744,1112,UA,10,1-Dec-17
47,10/27/2017,100744,1112,UA,10,1-Dec-17
47,10/30/2017,100744,1112,UA,10,1-Dec-17
47,9/19/2017,100744,1112,UA,10,1-Dec-17
47,10/18/2017,100744,1112,UA,10,1-Dec-17
47,11/8/2017,100744,1112,UA,10,1-Dec-17
47,11/6/2017,100744,1112,UA,10,1-Dec-17
47,11/3/2017,100744,1112,UA,10,1-Dec-17
47,9/18/2017,100744,1112,UA,10,1-Dec-17
47,11/13/2017,100745,1162,UA,9,1-Dec-17
47,11/14/2017,100745,1162,UA,9,1-Dec-17
47,10/9/2017,100746,1090,UA,6,1-Dec-17
47,10/27/2017,100747,1090,UA,1,1-Dec-17
47,11/13/2017,100747,1090,UA,1,1-Dec-17
47,10/9/2017,100747,1090,UA,1,1-Dec-17
47,10/13/2017,100748,1187,EA,2,1-Dec-17
47,10/12/2017,100748,1187,EA,2,1-Dec-17
47,10/6/2017,100748,1187,UA,2,1-Dec-17
47,9/14/2017,100749,1098,EA,6,1-Dec-17
47,9/11/2017,100749,1098,EA,6,1-Dec-17
47,10/3/2017,100749,1098,UA,6,1-Dec-17
47,9/8/2017,100749,1098,EA,6,1-Dec-17
47,9/6/2017,100749,1098,EA,6,1-Dec-17
47,10/6/2017,100749,1098,UA,6,1-Dec-17
47,9/12/2017,100749,1098,EA,6,1-Dec-17
47,9/13/2017,100749,1098,EA,6,1-Dec-17
47,9/15/2017,100749,1098,EA,6,1-Dec-17
47,9/5/2017,100749,1098,EA,6,1-Dec-17
47,9/7/2017,100749,1098,EA,6,1-Dec-17
47,11/3/2017,100750,1118,EA,3,1-Dec-17
47,10/23/2017,100751,1118,UA,5,1-Dec-17
47,10/30/2017,100752,1025,UA,6,1-Dec-17
47,10/24/2017,100752,1025,UA,6,1-Dec-17
47,9/15/2017,100752,1025,UA,6,1-Dec-17
47,9/13/2017,100753,1038,UA,8,1-Dec-17
47,9/11/2017,100754,1111,UA,3,1-Dec-17
47,9/8/2017,100754,1111,EA,3,1-Dec-17
47,9/5/2017,100754,1111,EA,3,1-Dec-17
47,9/7/2017,100754,1111,EA,3,1-Dec-17
47,9/6/2017,100754,1111,EA,3,1-Dec-17
47,10/4/2017,100755,1089,EA,10,1-Dec-17
47,10/16/2017,100755,1089,EA,10,1-Dec-17
47,10/17/2017,100755,1089,EA,10,1-Dec-17
47,9/11/2017,100756,1141,UA,5,1-Dec-17
47,10/20/2017,100757,1095,EA,1,1-Dec-17
47,10/30/2017,100757,1095,EA,1,1-Dec-17
47,11/9/2017,100758,1061,EA,6,1-Dec-17
47,11/2/2017,100759,1193,EA,8,1-Dec-17
47,10/26/2017,100760,1090,UA,11,1-Dec-17
47,11/3/2017,100760,1090,UA,11,1-Dec-17
47,10/20/2017,100760,1090,UA,11,1-Dec-17
47,9/19/2017,100760,1090,UA,11,1-Dec-17
47,10/25/2017,100760,1090,UA,11,1-Dec-17
47,11/9/2017,100760,1090,UA,11,1-Dec-17
47,9/13/2017,100761,1019,UA,12,1-Dec-17
47,11/3/2017,100761,1019,UA,12,1-Dec-17
47,10/26/2017,100761,1019,UA,12,1-Dec-17
47,10/9/2017,100761,1019,UA,12,1-Dec-17
47,10/25/2017,100761,1019,UA,12,1-Dec-17
47,10/27/2017,100761,1019,UA,12,1-Dec-17
47,9/18/2017,100761,1019,UA,12,1-Dec-17
47,11/13/2017,100761,1019,UA,12,1-Dec-17
47,9/20/2017,100761,1019,UA,12,1-Dec-17
47,11/14/2017,100761,1019,UA,12,1-Dec-17
47,9/27/2017,100761,1019,UA,12,1-Dec-17
47,11/9/2017,100761,1019,UA,12,1-Dec-17
47,10/6/2017,100761,1019,UA,12,1-Dec-17
47,10/11/2017,100761,1019,UA,12,1-Dec-17
47,10/30/2017,100761,1019,UA,12,1-Dec-17
47,10/23/2017,100761,1019,UA,12,1-Dec-17
47,10/4/2017,100761,1019,UA,12,1-Dec-17
43,9/26/2017,100762,1019,UA,3,1-Dec-17
43,10/11/2017,100762,1019,UA,3,1-Dec-17
47,9/14/2017,100763,1091,UA,12,1-Dec-17
47,11/13/2017,100764,1118,EA,2,1-Dec-17
47,10/17/2017,100764,1118,EA,2,1-Dec-17
47,10/31/2017,100765,1157,UA,11,1-Dec-17
47,11/1/2017,100765,1157,UA,11,1-Dec-17
47,11/14/2017,100765,1157,UA,11,1-Dec-17
47,11/8/2017,100765,1157,UA,11,1-Dec-17
47,10/3/2017,100765,1157,EA,11,1-Dec-17
47,10/30/2017,100765,1157,UA,11,1-Dec-17
47,11/9/2017,100765,1157,UA,11,1-Dec-17
47,10/26/2017,100765,1157,UA,11,1-Dec-17
47,10/2/2017,100765,1157,EA,11,1-Dec-17
47,9/12/2017,100765,1157,UA,11,1-Dec-17
47,10/10/2017,100765,1157,UA,11,1-Dec-17
47,11/6/2017,100765,1157,UA,11,1-Dec-17
47,11/13/2017,100765,1157,UA,11,1-Dec-17
47,9/29/2017,100765,1157,EA,11,1-Dec-17
47,10/27/2017,100765,1157,UA,11,1-Dec-17
47,9/27/2017,100765,1157,EA,11,1-Dec-17
47,10/16/2017,100765,1157,UA,11,1-Dec-17
47,10/4/2017,100765,1157,EA,11,1-Dec-17
47,10/23/2017,100765,1157,UA,11,1-Dec-17
47,10/12/2017,100765,1157,UA,11,1-Dec-17
47,10/17/2017,100765,1157,UA,11,1-Dec-17
47,10/24/2017,100765,1157,UA,11,1-Dec-17
47,9/26/2017,100765,1157,EA,11,1-Dec-17
47,9/28/2017,100765,1157,EA,11,1-Dec-17
47,11/3/2017,100765,1157,UA,11,1-Dec-17
35,9/27/2017,100766,1083,UA,8,1-Dec-17
35,10/25/2017,100766,1083,UA,8,1-Dec-17
35,9/20/2017,100766,1083,UA,8,1-Dec-17
35,9/18/2017,100766,1083,UA,8,1-Dec-17
35,10/6/2017,100766,1083,UA,8,1-Dec-17
35,10/11/2017,100766,1083,UA,8,1-Dec-17
47,10/12/2017,100767,1157,UA,4,1-Dec-17
47,9/7/2017,100767,1157,EA,4,1-Dec-17
47,9/28/2017,100767,1157,EA,4,1-Dec-17
47,9/11/2017,100767,1157,UA,4,1-Dec-17
47,11/6/2017,100767,1157,UA,4,1-Dec-17
47,10/11/2017,100767,1157,UA,4,1-Dec-17
47,9/6/2017,100767,1157,EA,4,1-Dec-17
47,10/2/2017,100767,1157,UA,4,1-Dec-17
47,9/8/2017,100767,1157,EA,4,1-Dec-17
47,9/15/2017,100768,1194,UA,4,1-Dec-17
47,10/20/2017,100769,1164,UA,1,1-Dec-17
47,10/26/2017,100769,1164,UA,1,1-Dec-17
47,10/17/2017,100769,1164,OSS,1,1-Dec-17
47,10/18/2017,100769,1164,OSS,1,1-Dec-17
47,11/3/2017,100769,1164,UA,1,1-Dec-17
47,10/16/2017,100769,1164,OSS,1,1-Dec-17
47,10/30/2017,100769,1164,UA,1,1-Dec-17
47,11/2/2017,100769,1164,UA,1,1-Dec-17
47,10/13/2017,100769,1164,UA,1,1-Dec-17
47,10/31/2017,100769,1164,UA,1,1-Dec-17
47,11/1/2017,100770,1048,EA,3,1-Dec-17
47,9/14/2017,100771,1164,EA,1,1-Dec-17
47,10/20/2017,100771,1164,UA,1,1-Dec-17
47,10/24/2017,100771,1164,UA,1,1-Dec-17
47,9/6/2017,100771,1164,EA,1,1-Dec-17
47,9/8/2017,100771,1164,EA,1,1-Dec-17
47,9/11/2017,100771,1164,UA,1,1-Dec-17
47,9/25/2017,100771,1164,UA,1,1-Dec-17
47,9/7/2017,100771,1164,EA,1,1-Dec-17
47,9/26/2017,100773,1131,UA,12,1-Dec-17
47,11/9/2017,100774,1083,UA,7,1-Dec-17
47,10/27/2017,100775,1090,OSS,11,1-Dec-17
